symbol,date,close,daily_return_pct,7d_ma,30d_ma,90d_ma,30d_volatility,month_to_date_return,yearly_change_pct,high_30d_flag,drawdown_pct,volatility_flag
"SPY","2005-01-03",82.3166732788086,0,82.3166732788086,82.3166732788086,82.3166732788086,0,0,0,true,0,false
"SPY","2005-01-04",81.3108139038086,-1.221938806483505,81.8137435913086,81.8137435913086,81.8137435913086,0.7112499849825624,-1.221938806483505,-1.2219388484954834,false,1.221938806483505,false
"SPY","2005-01-05",80.74972534179688,-0.6900540470244111,81.45907084147136,81.45907084147136,81.45907084147136,0.793924775403928,-1.9035608153216148,-1.903560757637024,false,1.9035608153216148,false
"SPY","2005-01-06",81.16031646728516,0.5084737115207935,81.3843822479248,81.3843822479248,81.3843822479248,0.665225207497906,-1.4047662101295428,-1.4047662019729614,false,1.4047662101295428,false
"SPY","2005-01-07",81.0439682006836,-0.14335610266929064,81.31629943847656,81.31629943847656,81.31629943847656,0.5958773172640509,-1.5461084947083765,-1.5461084842681885,false,1.5461084947083765,false
"SPY","2005-01-10",81.42713928222656,0.4727940771534639,81.13839263916016,81.33477274576823,81.33477274576823,0.5348863433268752,-1.0806243269442604,-1.0806243419647217,false,1.0806243269442604,false
"SPY","2005-01-11",80.86603546142578,-0.689086987148099,81.0494369506836,81.26781027657645,81.26781027657645,0.5194297894741401,-1.76226487247543,-1.7622648477554321,false,1.76226487247543,false
"SPY","2005-01-12",81.13290405273438,0.3300131999619219,81.12607269287109,81.25094699859619,81.25094699859619,0.4832580743891714,-1.438067379210969,-1.4380674362182617,false,1.438067379210969,false
"SPY","2005-01-13",80.48287200927734,-0.8011941037319785,80.99058380126954,81.16560533311632,81.16560533311632,0.5195140705086282,-2.2277397718930163,-2.2277398109436035,false,2.2277397718930163,false
"SPY","2005-01-14",80.90706634521484,0.5270616285768265,80.96320343017578,81.13975143432617,81.13975143432617,0.4965790888211685,-1.7124197048383827,-1.7124197483062744,false,1.7124197048383827,false
"SPY","2005-01-18",81.74871826171875,1.0402699721094075,81.02751922607422,81.19511205499822,81.19511205499822,0.5056129882055641,-0.6899635207148935,-0.6899635195732117,false,0.6899635207148935,false
"SPY","2005-01-19",80.89344787597656,-1.0462187101258724,81.03300170898437,81.16997337341309,81.16997337341309,0.48988521620183856,-1.7289637033940035,-1.7289637327194214,false,1.7289637033940035,false
"SPY","2005-01-20",80.4007568359375,-0.6090617385903019,80.886572265625,81.11080287053035,81.11080287053035,0.5152703115648883,-2.3274949855928186,-2.3274950981140137,false,2.3274949855928186,false
"SPY","2005-01-21",79.90809631347656,-0.6127560757496854,80.77161712646485,81.02489525931222,81.02489525931222,0.5902557035745299,-2.9259891944055147,-2.9259891510009766,false,2.9259891944055147,false
"SPY","2005-01-24",79.75069427490234,-0.19697883673355984,80.54034271240235,80.93994852701823,80.93994852701823,0.6570807887700348,-3.117204451660985,-3.117204427719116,false,3.117204451660985,false
"SPY","2005-01-25",79.97650909423828,0.2831509134673474,80.18590087890625,80.87973356246948,80.87973356246948,0.6789587297685947,-2.8428799310731607,-2.8428800106048584,false,2.8428799310731607,false
"SPY","2005-01-26",80.21600341796875,0.2994558357733103,80.05041198730468,80.84069061279297,80.84069061279297,0.6768215271132778,-2.551937265157477,-2.5519373416900635,false,2.551937265157477,false
"SPY","2005-01-27",80.35284423828125,0.17059042395753043,80.04082946777343,80.81358803643121,80.81358803643121,0.6666055480844906,-2.385700201799709,-2.385700225830078,false,2.385700201799709,false
"SPY","2005-01-28",80.35284423828125,0,80.12977905273438,80.78933836284436,80.78933836284436,0.6563908991747883,-2.385700201799709,-2.385700225830078,false,2.385700201799709,false
"SPY","2005-01-31",80.85237121582031,0.6216668274463901,80.35011444091796,80.79249000549316,80.79249000549316,0.6390394398864488,-1.7788644811102292,-1.7788645029067993,false,1.7788644811102292,false
"SPY","2005-02-01",81.36553955078125,0.6346979405107742,80.62792053222657,80.8197780790783,80.8197780790783,0.6352875361626596,0,-1.1554569005966187,false,1.1554569568255395,false
"SPY","2005-02-02",81.61188507080078,0.30276394820166336,80.90709686279297,80.78621673583984,80.85578294233842,0.5672252498114491,0.30276394820166336,-0.8561913371086121,false,0.8561913157261318,false
"SPY","2005-02-03",81.3997573852539,-0.2599225411382764,81.1164794921875,80.7904521397182,80.87943400507388,0.5716529939023087,0.04205445531557063,-1.1138883829116821,false,1.1138884226395676,false
"SPY","2005-02-04",82.2688217163086,1.0676497805042895,81.49967498779297,80.86279006231399,80.93732515970866,0.6561163222216627,1.110153230119729,-0.05813106894493103,true,0.058131069434652176,false
"SPY","2005-02-07",82.1593017578125,-0.13312450113088592,81.76106109619141,80.91036079043434,80.98620422363281,0.7125542338296542,0.9755508430394578,-0.19117818772792816,false,0.19117818386935118,false
"SPY","2005-02-08",82.25508117675781,0.11657769345173977,81.93896942138672,80.96803283691406,81.03500718336839,0.7705597100953032,1.093265811162462,-0.07482336461544037,false,0.07482336153474921,false
"SPY","2005-02-09",81.63928985595703,-0.7486362082331525,81.94445037841797,80.97813524518695,81.05738802309389,0.7782322713116938,0.3364450192147134,-0.8228994011878967,false,0.8228994149912354,false
"SPY","2005-02-10",81.93350219726562,0.36038081887740203,82.05119934082032,81.02896699451264,81.0886778150286,0.8049474458712818,0.6980383214074337,-0.4654841721057892,false,0.4654841677641161,false
"SPY","2005-02-11",82.63825988769531,0.8601581423102007,82.12508697509766,81.10065060570126,81.14211167960332,0.8783484267048215,1.564200697175666,0.3906700611114502,true,0,false
"SPY","2005-02-14",82.57669067382812,-0.0745044897494932,82.20856475830078,81.20035625639416,81.1899309794108,0.9224477630205241,1.4885308076780839,0.31587451696395874,false,0.0745044897494932,false
"SPY","2005-02-15",82.88460540771484,0.3728833540968109,82.33446960449218,81.29452478317987,81.24459789645287,0.9895112885050592,1.8669646453773292,0.6899357438087463,true,0,false
"SPY","2005-02-16",82.93939208984375,0.06609994927213195,82.59449005126953,81.35122353690011,81.29756021499634,1.049152963585903,1.9342986573329843,0.7564917206764221,true,0,false
"SPY","2005-02-17",82.2688217163086,-0.8085064968992824,82.66155395507812,81.41671752929688,81.32699238170277,1.0619978333146447,1.110153230119729,-0.05813106894493103,false,0.8085064968992824,false
"SPY","2005-02-18",82.37825012207031,0.1330132162814557,82.60955200195312,81.51088387625558,81.3579117270077,1.0550578997600992,1.2446430969182196,0.07480482757091522,false,0.676568701113197,false
"SPY","2005-02-22",81.15341186523438,-1.4868466555443205,82.32489624023438,81.57018461681548,81.35206887381418,0.9936788608433375,-0.26070949288609274,-1.4131540060043335,false,2.1533558175525562,false
"SPY","2005-02-23",81.73506164550781,0.71672868324913,82.09498748779296,81.66467830113002,81.36270756191678,0.9021386455565292,0.45415061064756923,-0.7065538763999939,false,1.4520608531002392,false
"SPY","2005-02-24",82.27559661865234,0.6613257055936156,81.96222839355468,81.77415865943546,81.38738023912585,0.8230639012181781,1.1184797309715075,-0.04990077763795853,false,0.8003379991890375,false
"SPY","2005-02-25",83.0898666381836,0.9896859494138878,82.12643737792969,81.9110092889695,81.43218251278526,0.7892602057534599,2.1192351171298625,0.9392912983894348,true,0,false
"SPY","2005-02-28",82.54247283935547,-0.658797301013566,82.15928192138672,82.01527731759208,81.46065149551782,0.7141846077993464,1.4464763523625133,0.27430596947669983,false,0.658797301013566,false
"SPY","2005-03-01",82.95306396484375,0.4974301245946139,82.51921234130859,82.13909730457124,81.49796180725097,0.6322576199715141,0,0.7731006145477295,false,0.16464423265420994,false
