date,close
"2005-01-03",82.3166732788086
"2005-01-04",81.3108139038086
"2005-01-05",80.74972534179688
"2005-01-06",81.16031646728516
"2005-01-07",81.0439682006836
"2005-01-10",81.42713928222656
"2005-01-11",80.86603546142578
"2005-01-12",81.13290405273438
"2005-01-13",80.48287200927734
"2005-01-14",80.90706634521484
"2005-01-18",81.74871826171875
"2005-01-19",80.89344787597656
"2005-01-20",80.4007568359375
"2005-01-21",79.90809631347656
"2005-01-24",79.75069427490234
"2005-01-25",79.97650909423828
"2005-01-26",80.21600341796875
"2005-01-27",80.35284423828125
"2005-01-28",80.35284423828125
"2005-01-31",80.85237121582031
"2005-02-01",81.36553955078125
"2005-02-02",81.61188507080078
"2005-02-03",81.3997573852539
"2005-02-04",82.2688217163086
"2005-02-07",82.1593017578125
"2005-02-08",82.25508117675781
"2005-02-09",81.63928985595703
"2005-02-10",81.93350219726562
"2005-02-11",82.63825988769531
"2005-02-14",82.57669067382812
"2005-02-15",82.88460540771484
"2005-02-16",82.93939208984375
"2005-02-17",82.2688217163086
"2005-02-18",82.37825012207031
"2005-02-22",81.15341186523438
"2005-02-23",81.73506164550781
"2005-02-24",82.27559661865234
"2005-02-25",83.0898666381836
"2005-02-28",82.54247283935547
"2005-03-01",82.95306396484375
"2005-03-02",82.91199493408203
"2005-03-03",82.94624328613281
"2005-03-04",83.97942352294922
"2005-03-07",84.02049255371094
"2005-03-08",83.70569610595703
"2005-03-09",82.7751235961914
"2005-03-10",82.95987701416016
"2005-03-11",82.37825012207031
"2005-03-14",82.89142608642578
"2005-03-15",82.20719146728516
"2005-03-16",81.50924682617188
"2005-03-17",81.67351531982422
"2005-03-18",81.43099212646484
"2005-03-21",81.12872314453125
"2005-03-22",80.30439758300781
"2005-03-23",80.37305450439453
"2005-03-24",80.46923828125
"2005-03-28",80.58602142333984
"2005-03-29",80.0501937866211
"2005-03-30",81.1836929321289
"2005-03-31",81.03257751464844
"2005-04-01",80.66846466064453
"2005-04-04",80.80583953857422
"2005-04-05",81.19056701660156
"2005-04-06",81.4721908569336
"2005-04-07",81.91183471679688
"2005-04-08",81.06002807617188
"2005-04-11",81.12181854248047
"2005-04-12",81.5408706665039
"2005-04-13",80.57919311523438
"2005-04-14",79.52815246582031
"2005-04-15",78.41527557373047
"2005-04-18",78.65569305419922
"2005-04-19",79.28079223632812
"2005-04-20",78.1748275756836
"2005-04-21",79.69298553466797
